set,indice
train,34662
train,48087
train,52292
train,34630
train,54642
train,48321
train,56564
train,10594
train,39093
train,19356
train,1278
train,59207
train,22479
train,50420
train,20216
train,37240
train,1936
train,8072
train,48017
train,17967
train,23099
train,42618
train,4414
train,53703
train,19143
train,57792
train,31933
train,47764
train,4940
train,46262
train,1408
train,35797
train,227
train,33990
train,7271
train,12988
train,27839
train,6790
train,7140
train,4461
train,14831
train,8493
train,48377
train,11241
train,13542
train,8500
train,30311
train,58228
train,51977
train,55784
train,55435
train,26233
train,50740
train,5753
train,22180
train,34344
train,30402
train,19319
train,50235
train,20555
train,36194
train,28520
train,39321
train,44759
train,47472
train,17547
train,55671
train,10317
train,16265
train,12397
train,34768
train,26108
train,48032
train,16299
train,46528
train,46463
train,8579
train,14375
train,3312
train,37874
train,3440
train,15885
train,11402
train,14987
train,15183
train,25921
train,6123
train,58070
train,57500
train,2753
train,3186
train,33471
train,31124
train,47197
train,1764
train,19746
train,3047
train,19410
train,27279
train,47572
train,32751
train,61124
train,50230
train,30347
train,43679
train,38755
train,28379
train,1424
train,13729
train,41032
train,17173
train,30562
train,34200
train,48875
train,4427
train,46175
train,60084
train,60234
train,32824
train,42572
train,46034
train,32740
train,50448
train,54305
train,37043
train,35462
train,29610
train,43112
train,29433
train,48677
train,38447
train,8332
train,2580
train,3494
train,17338
train,50375
train,60112
train,28902
train,19388
train,42242
train,31299
train,35743
train,60947
train,51311
train,45636
train,1760
train,34778
train,17274
train,58767
train,23548
train,42535
train,53711
train,17838
train,20781
train,22794
train,15524
train,41130
train,54475
train,50114
train,43404
train,4774
train,49780
train,27910
train,22170
train,54190
train,58710
train,11839
train,42948
train,824
train,39563
train,9998
train,58292
train,303
train,56081
train,57497
train,58648
train,7703
train,1882
train,28576
train,42698
train,43717
train,23139
train,46429
train,9116
train,3188
train,57450
train,31010
train,48360
train,35701
train,10210
train,54270
train,40811
train,1937
train,24503
train,4653
train,19479
train,1658
train,40554
train,28442
train,55966
train,12650
train,40357
train,34642
train,37640
train,49572
train,20930
train,21356
train,58919
train,45571
train,60463
train,31174
train,29244
train,14466
train,33332
train,50446
train,22165
train,29417
train,7082
train,28357
train,13801
train,26253
train,52579
train,22939
train,54761
train,56394
train,59033
train,38192
train,60212
train,24669
train,38202
train,61626
train,10693
train,29815
train,58166
train,39985
train,48083
train,6597
train,32542
train,20205
train,44604
train,54157
train,20083
train,31773
train,21486
train,50718
train,12309
train,1265
train,37865
train,24737
train,54
train,26059
train,16968
train,44472
train,31678
train,12621
train,55169
train,5230
train,8053
train,53424
train,7721
train,56125
train,56446
train,58347
train,23793
train,54358
train,46046
train,60067
train,50678
train,16136
train,43866
train,38027
train,29338
train,842
train,39871
train,19958
train,15713
train,33736
train,20197
train,8693
train,30203
train,34767
train,9042
train,57522
train,19139
train,52847
train,4503
train,8601
train,23987
train,27665
train,48683
train,30172
train,7474
train,46721
train,43501
train,1792
train,26743
train,46435
train,53824
train,36866
train,37208
train,13730
train,40031
train,30797
train,47557
train,241
train,33825
train,41061
train,47916
train,23272
train,35884
train,18115
train,15039
train,49188
train,15974
train,37220
train,16304
train,49701
train,8573
train,22040
train,51134
train,38614
train,7557
train,20061
train,48220
train,36518
train,57709
train,18353
train,12135
train,57577
train,52613
train,16219
train,33979
train,31537
train,34890
train,29979
train,14798
train,59169
train,51604
train,53962
train,62007
train,27411
train,27473
train,38271
train,41794
train,5980
train,5586
train,24120
train,1334
train,10966
train,36006
train,41534
train,13132
train,36668
train,30225
train,5111
train,33161
train,60560
train,47466
train,18390
train,25117
train,18423
train,4584
train,22824
train,46445
train,8520
train,60083
train,58653
train,23729
train,44364
train,38472
train,10630
train,41446
train,51669
train,46228
train,16741
train,54078
train,3805
train,10012
train,58859
train,23427
train,22037
train,11605
train,36554
train,24277
train,1955
train,29676
train,37863
train,46774
train,53904
train,40467
train,423
train,791
train,40411
train,60146
train,53222
train,7282
train,17997
train,55215
train,31448
train,25256
train,26593
train,6022
train,49973
train,530
train,38895
train,28239
train,43918
train,22473
train,50423
train,2569
train,44624
train,54618
train,61128
train,30048
train,26633
train,13311
train,48177
train,15016
train,17682
train,6152
train,56425
train,53664
train,60240
train,57606
train,59503
train,53455
train,12880
train,57261
train,50205
train,23751
train,12508
train,30858
train,43128
train,36652
train,29894
train,54945
train,20732
train,23589
train,22415
train,41382
train,10201
train,26135
train,1716
train,48921
train,22559
train,32739
train,55994
train,9706
train,30049
train,47898
train,41963
train,9564
train,27119
train,2129
train,42958
train,766
train,8682
train,4785
train,60952
train,57347
train,58211
train,37175
train,29112
train,9967
train,42647
train,29190
train,1552
train,55066
train,43683
train,33081
train,17219
train,15942
train,51748
train,54698
train,21560
train,30625
train,23851
train,19706
train,5357
train,44957
train,11418
train,16638
train,38250
train,47955
train,23443
train,59495
train,32106
train,30843
train,33661
train,8799
train,23914
train,10877
train,55415
train,25757
train,59954
train,28854
train,4904
train,27492
train,25396
train,26462
train,1769
train,39405
train,5576
train,39684
train,18062
train,33695
train,20259
train,35685
train,37257
train,5996
train,23075
train,6143
train,45103
train,3268
train,8621
train,20145
train,51025
train,1347
train,46668
train,41181
train,46396
train,37141
train,31309
train,42606
train,13475
train,3318
train,52600
train,13647
train,3785
train,25367
train,12776
train,36950
train,8554
train,19586
train,34002
train,18592
train,12318
train,6788
train,44921
train,58654
train,11370
train,11745
train,46631
train,48014
train,17480
train,5226
train,36957
train,11556
train,24674
train,33148
train,23400
train,55413
train,38144
train,36633
train,35489
train,26430
train,33027
train,29212
train,49507
train,17657
train,47122
train,54802
train,35114
train,60149
train,20345
train,5343
train,44499
train,30874
train,5573
train,38450
train,10560
train,18494
train,5627
train,14647
train,15790
train,34164
train,43974
train,42637
train,37212
train,53354
train,21206
train,11681
train,56938
train,5850
train,11623
train,27922
train,34968
train,59498
train,46962
train,9188
train,23038
train,9318
train,45821
train,8809
train,24992
train,49221
train,9009
train,30139
train,33939
train,13294
train,49675
train,7141
train,31307
train,27347
train,54307
train,5748
train,35777
train,45189
train,54632
train,9879
train,17546
train,24862
train,29364
train,47708
train,8294
train,33489
train,54387
train,854
train,9648
train,27856
train,30642
train,37719
train,61099
train,38780
train,52437
train,5099
train,33169
train,20543
train,7041
train,31579
train,35739
train,57136
train,9965
train,3664
train,28426
train,9294
train,56416
train,52363
train,43744
train,61023
train,9748
train,61661
train,48323
train,7489
train,1316
train,42883
train,55369
train,40965
train,49655
train,8674
train,19091
train,56745
train,22534
train,22224
train,39673
train,28458
train,20568
train,22953
train,40491
train,253
train,13339
train,59627
train,9776
train,8312
train,56281
train,10840
train,16674
train,28666
train,60075
train,15496
train,52215
train,21760
train,7334
train,49762
train,4138
train,46178
train,6010
train,47559
train,49774
train,26933
train,2702
train,41280
train,24386
train,38625
train,11802
train,15052
train,59310
train,20921
train,45718
train,60990
train,35865
train,36797
train,41578
train,16989
train,60446
train,51030
train,57209
train,1601
train,50989
train,27474
train,14666
train,30827
train,54416
train,56377
train,31533
train,60471
train,14942
train,51560
train,51400
train,20748
train,6398
train,4498
train,49032
train,21037
train,42947
train,52538
train,9898
train,4187
train,53797
train,12644
train,39861
train,39879
train,11582
train,33375
train,30493
train,27906
train,56261
train,28628
train,18958
train,21223
train,49508
train,32789
train,12712
train,8246
train,20058
train,42337
train,48645
train,44753
train,26466
train,42515
train,14289
train,35351
train,37913
train,56114
train,25675
train,36164
train,3931
train,12148
train,1902
train,23696
train,53852
train,51469
train,7957
train,19094
train,13527
train,12833
train,36915
train,26357
train,3442
train,28105
train,11902
train,50725
train,59214
train,11157
train,414
train,35437
train,9665
train,8556
train,23371
train,3851
train,49030
train,12463
train,9287
train,4964
train,27060
train,50494
train,35068
train,29914
train,36283
train,13979
train,11552
train,1121
train,35221
train,56910
train,13522
train,53046
train,29902
train,47164
train,37348
train,33573
train,17457
train,19515
train,44118
train,7053
train,17667
train,26399
train,21135
train,5727
train,49987
train,5285
train,56286
train,34782
train,33021
train,29635
train,472
train,30731
train,9443
train,21680
train,59711
train,31932
train,46804
train,7952
train,46342
train,26265
train,36096
train,35778
train,9005
train,41049
train,285
train,19779
train,23900
train,20306
train,21712
train,30991
train,27608
train,40478
train,39158
train,43566
train,13006
train,28318
train,3593
train,60795
train,57158
train,33683
train,23109
train,7756
train,5183
train,28562
train,47775
train,36540
train,18570
train,52162
train,10056
train,46714
train,20798
train,53693
train,32495
train,41144
train,12139
train,19785
train,13415
train,58373
train,2976
train,18504
train,25777
train,53176
train,53317
train,23563
train,52389
train,61844
train,23116
train,36939
train,57211
train,54955
train,32588
train,38584
train,7135
train,18600
train,27532
train,35556
train,50736
train,5957
train,60082
train,47348
train,9115
train,4712
train,22970
train,41157
train,26730
train,15362
train,46764
train,7677
train,21480
train,50835
train,53599
train,37767
train,32848
train,43153
train,38159
train,27070
train,43764
train,31944
train,36844
train,14308
train,14091
train,23919
train,41392
train,55870
train,30856
train,23699
train,27512
train,15076
train,33499
train,48021
train,430
train,2083
train,6003
train,27759
train,34445
train,16852
train,29079
train,27439
train,17788
train,23223
train,51826
train,29587
train,23782
train,4510
train,61141
train,58632
train,1479
train,57393
train,56502
train,29157
train,33720
train,8668
train,11266
train,4149
train,7074
train,47900
train,48940
train,60153
train,2937
train,29289
train,47209
train,55141
train,42790
train,61332
train,53884
train,7335
train,43026
train,5470
train,40813
train,49373
train,38902
train,28885
train,58967
train,57231
train,27586
train,43730
train,54250
train,3610
train,14501
train,10587
train,50351
train,4163
train,39853
train,58302
train,22069
train,30892
train,8678
train,17910
train,22124
train,30683
train,33807
train,16664
train,48158
train,56974
train,58811
train,1859
train,15172
train,46026
train,24325
train,42086
train,421
train,17118
train,8162
train,41576
train,50632
train,54649
train,13565
train,33541
train,49142
train,59858
train,30821
train,20005
train,6156
train,4616
train,15154
train,33975
train,15830
train,26045
train,14148
train,53457
train,47247
train,19979
train,40698
